Area_Name,Year,Subgroup,Rape_Cases_Reported,Victims_Above_50_Yrs,Victims_Between_10to14_Yrs,Victims_Between_14to18_Yrs,Victims_Between_18to30_Yrs,Victims_Between_30to50_Yrs,Victims_of_Rape_Total,Victims_Upto_10_Yrs
Meghalaya,2010,Victims of Other Rape,141,0,30,25,40,17,143,31
Mizoram,2001,Total Rape Victims,52,0,0,30,14,8,52,0
Mizoram,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Mizoram,2001,Victims of Other Rape,52,0,0,30,14,8,52,0
Mizoram,2002,Total Rape Victims,76,9,1,1,52,13,76,0
Mizoram,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Mizoram,2002,Victims of Other Rape,76,9,1,1,52,13,76,0
Mizoram,2003,Total Rape Victims,54,0,3,6,22,22,54,1
Mizoram,2003,Victims of Incest Rape,2,0,1,1,0,0,2,0
Mizoram,2003,Victims of Other Rape,52,0,2,5,22,22,52,1
Mizoram,2004,Total Rape Victims,20,0,0,0,12,8,20,0
Mizoram,2004,Victims of Incest Rape,0,0,0,0,0,0,0,0
Mizoram,2004,Victims of Other Rape,20,0,0,0,12,8,20,0
Mizoram,2005,Total Rape Victims,37,0,0,30,7,0,37,0
Mizoram,2005,Victims of Incest Rape,0,0,0,0,0,0,0,0
Mizoram,2005,Victims of Other Rape,37,0,0,30,7,0,37,0
Mizoram,2006,Total Rape Victims,72,0,19,9,32,5,72,7
Mizoram,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Mizoram,2006,Victims of Other Rape,72,0,19,9,32,5,72,7
Mizoram,2007,Total Rape Victims,83,2,23,18,10,7,83,23
Mizoram,2007,Victims of Incest Rape,2,1,0,0,0,0,2,1
Mizoram,2007,Victims of Other Rape,81,1,23,18,10,7,81,22
Mizoram,2008,Total Rape Victims,77,0,4,5,49,10,77,9
Mizoram,2008,Victims of Incest Rape,3,0,1,1,1,0,3,0
Mizoram,2008,Victims of Other Rape,74,0,3,4,48,10,74,9
Mizoram,2009,Total Rape Victims,83,0,3,3,42,30,83,5
Mizoram,2009,Victims of Incest Rape,3,0,1,0,0,0,3,2
Mizoram,2009,Victims of Other Rape,80,0,2,3,42,30,80,3
Mizoram,2010,Total Rape Victims,92,4,17,15,29,17,92,10
Mizoram,2010,Victims of Incest Rape,3,0,0,1,0,0,3,2
Mizoram,2010,Victims of Other Rape,89,4,17,14,29,17,89,8
Nagaland,2001,Total Rape Victims,17,0,0,8,6,3,17,0
Nagaland,2001,Victims of Incest Rape,1,0,0,0,0,1,1,0
Nagaland,2001,Victims of Other Rape,16,0,0,8,6,2,16,0
Nagaland,2002,Total Rape Victims,17,0,1,3,11,0,17,2
Nagaland,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Nagaland,2002,Victims of Other Rape,17,0,1,3,11,0,17,2
Nagaland,2003,Total Rape Victims,14,0,0,0,14,0,14,0
Nagaland,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Nagaland,2003,Victims of Other Rape,14,0,0,0,14,0,14,0
Nagaland,2004,Total Rape Victims,18,0,0,0,17,0,18,1
Nagaland,2004,Victims of Incest Rape,0,0,0,0,0,0,0,0
Nagaland,2004,Victims of Other Rape,18,0,0,0,17,0,18,1
Nagaland,2005,Total Rape Victims,17,0,0,0,12,2,17,3
Nagaland,2005,Victims of Incest Rape,0,0,0,0,0,0,0,0
Nagaland,2005,Victims of Other Rape,17,0,0,0,12,2,17,3
Nagaland,2006,Total Rape Victims,23,0,1,4,11,1,23,6
Nagaland,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Nagaland,2006,Victims of Other Rape,23,0,1,4,11,1,23,6
Nagaland,2007,Total Rape Victims,13,0,0,3,6,4,13,0
Nagaland,2007,Victims of Incest Rape,1,0,0,1,0,0,1,0
Nagaland,2007,Victims of Other Rape,12,0,0,2,6,4,12,0
Nagaland,2008,Total Rape Victims,19,0,0,0,19,0,19,0
Nagaland,2008,Victims of Incest Rape,1,0,0,0,1,0,1,0
Nagaland,2008,Victims of Other Rape,18,0,0,0,18,0,18,0
Nagaland,2009,Total Rape Victims,22,0,0,0,17,5,22,0
Nagaland,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Nagaland,2009,Victims of Other Rape,22,0,0,0,17,5,22,0
Nagaland,2010,Total Rape Victims,16,0,1,2,6,6,16,1
Nagaland,2010,Victims of Incest Rape,1,0,0,1,0,0,1,0
Nagaland,2010,Victims of Other Rape,15,0,1,1,6,6,15,1
Odisha,2001,Total Rape Victims,790,0,9,297,402,74,790,8
Odisha,2001,Victims of Incest Rape,4,0,0,3,1,0,4,0
Odisha,2001,Victims of Other Rape,786,0,9,294,401,74,786,8
Odisha,2002,Total Rape Victims,691,0,9,0,614,56,691,12
Odisha,2002,Victims of Incest Rape,1,0,1,0,0,0,1,0
Odisha,2002,Victims of Other Rape,690,0,8,0,614,56,690,12
Odisha,2003,Total Rape Victims,725,1,18,32,586,83,725,5
Odisha,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Odisha,2003,Victims of Other Rape,725,1,18,32,586,83,725,5
Odisha,2004,Total Rape Victims,770,0,2,2,616,123,770,27
Odisha,2004,Victims of Incest Rape,1,0,1,0,0,0,1,0
Odisha,2004,Victims of Other Rape,769,0,1,2,616,123,769,27
Odisha,2005,Total Rape Victims,799,3,0,10,636,132,799,18
Odisha,2005,Victims of Incest Rape,7,0,0,0,6,1,7,0
Odisha,2005,Victims of Other Rape,792,3,0,10,630,131,792,18
Odisha,2006,Total Rape Victims,985,2,51,27,730,152,985,23
Odisha,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Odisha,2006,Victims of Other Rape,985,2,51,27,730,152,985,23
Odisha,2007,Total Rape Victims,939,0,41,42,659,188,939,9
Odisha,2007,Victims of Incest Rape,0,0,0,0,0,0,0,0
Odisha,2007,Victims of Other Rape,939,0,41,42,659,188,939,9
Odisha,2008,Total Rape Victims,1113,12,27,24,645,388,1113,17
Odisha,2008,Victims of Incest Rape,17,0,0,1,13,1,17,2
Odisha,2008,Victims of Other Rape,1096,12,27,23,632,387,1096,15
Odisha,2009,Total Rape Victims,1023,7,24,57,747,182,1023,6
Odisha,2009,Victims of Incest Rape,6,0,1,0,5,0,6,0
Odisha,2009,Victims of Other Rape,1017,7,23,57,742,182,1017,6
Odisha,2010,Total Rape Victims,1025,5,17,44,787,159,1025,13
Odisha,2010,Victims of Incest Rape,37,0,12,21,2,0,37,2
Odisha,2010,Victims of Other Rape,988,5,5,23,785,159,988,11
Puducherry,2001,Total Rape Victims,9,0,2,2,1,1,9,3
Puducherry,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2001,Victims of Other Rape,9,0,2,2,1,1,9,3
Puducherry,2002,Total Rape Victims,6,0,0,3,2,0,6,1
Puducherry,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2002,Victims of Other Rape,6,0,0,3,2,0,6,1
Puducherry,2003,Total Rape Victims,2,0,0,0,1,0,2,1
Puducherry,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2003,Victims of Other Rape,2,0,0,0,1,0,2,1
Puducherry,2004,Total Rape Victims,4,0,0,4,0,0,4,0
Puducherry,2004,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2004,Victims of Other Rape,4,0,0,4,0,0,4,0
Puducherry,2005,Total Rape Victims,6,0,0,2,3,0,6,1
Puducherry,2005,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2005,Victims of Other Rape,6,0,0,2,3,0,6,1
Puducherry,2006,Total Rape Victims,9,0,1,5,1,0,9,2
Puducherry,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2006,Victims of Other Rape,9,0,1,5,1,0,9,2
Puducherry,2007,Total Rape Victims,9,0,0,2,6,0,9,1
Puducherry,2007,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2007,Victims of Other Rape,9,0,0,2,6,0,9,1
Puducherry,2008,Total Rape Victims,8,0,1,3,3,1,8,0
Puducherry,2008,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2008,Victims of Other Rape,8,0,1,3,3,1,8,0
Puducherry,2009,Total Rape Victims,1,0,0,1,0,0,1,0
Puducherry,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2009,Victims of Other Rape,1,0,0,1,0,0,1,0
Puducherry,2010,Total Rape Victims,3,0,0,3,0,0,3,0
Puducherry,2010,Victims of Incest Rape,0,0,0,0,0,0,0,0
Puducherry,2010,Victims of Other Rape,3,0,0,3,0,0,3,0
Punjab,2001,Total Rape Victims,298,1,30,137,98,24,298,8
Punjab,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Punjab,2001,Victims of Other Rape,298,1,30,137,98,24,298,8
Punjab,2002,Total Rape Victims,299,1,12,32,213,33,299,8
Punjab,2002,Victims of Incest Rape,4,0,0,2,2,0,4,0
Punjab,2002,Victims of Other Rape,295,1,12,30,211,33,295,8
Punjab,2003,Total Rape Victims,380,1,14,34,262,63,380,6
Punjab,2003,Victims of Incest Rape,9,0,2,2,5,0,9,0
Punjab,2003,Victims of Other Rape,371,1,12,32,257,63,371,6
Punjab,2004,Total Rape Victims,390,0,12,35,262,74,390,7
Punjab,2004,Victims of Incest Rape,65,0,2,6,45,12,65,0
Punjab,2004,Victims of Other Rape,325,0,10,29,217,62,325,7
Punjab,2005,Total Rape Victims,398,0,19,23,239,108,398,9
Punjab,2005,Victims of Incest Rape,50,0,1,11,25,11,50,2
Punjab,2005,Victims of Other Rape,348,0,18,12,214,97,348,7
Punjab,2006,Total Rape Victims,442,0,19,26,319,64,442,14
Punjab,2006,Victims of Incest Rape,1,0,0,0,1,0,1,0
Punjab,2006,Victims of Other Rape,441,0,19,26,318,64,441,14
Punjab,2007,Total Rape Victims,519,3,38,71,302,79,519,26
Punjab,2007,Victims of Incest Rape,7,0,0,6,1,0,7,0
Punjab,2007,Victims of Other Rape,512,3,38,65,301,79,512,26
Punjab,2008,Total Rape Victims,517,5,36,45,359,47,519,27
Punjab,2008,Victims of Incest Rape,2,0,0,0,1,1,2,0
Punjab,2008,Victims of Other Rape,515,5,36,45,358,46,517,27
Punjab,2009,Total Rape Victims,511,1,48,131,258,43,515,34
Punjab,2009,Victims of Incest Rape,8,0,2,3,3,0,8,0
Punjab,2009,Victims of Other Rape,503,1,46,128,255,43,507,34
Punjab,2010,Total Rape Victims,546,1,39,83,346,55,547,23
Punjab,2010,Victims of Incest Rape,17,0,4,7,5,0,17,1
Punjab,2010,Victims of Other Rape,529,1,35,76,341,55,530,22
Rajasthan,2001,Total Rape Victims,1049,7,44,229,606,147,1049,16
Rajasthan,2001,Victims of Incest Rape,18,0,1,7,8,1,18,1
Rajasthan,2001,Victims of Other Rape,1031,7,43,222,598,146,1031,15
Rajasthan,2002,Total Rape Victims,1051,5,8,25,788,220,1051,5
Rajasthan,2002,Victims of Incest Rape,31,1,3,9,13,5,31,0
Rajasthan,2002,Victims of Other Rape,1020,4,5,16,775,215,1020,5
Rajasthan,2003,Total Rape Victims,1050,7,11,31,751,243,1050,7
Rajasthan,2003,Victims of Incest Rape,32,0,0,2,24,5,32,1
Rajasthan,2003,Victims of Other Rape,1018,7,11,29,727,238,1018,6
Rajasthan,2004,Total Rape Victims,1038,7,41,86,645,249,1038,10
Rajasthan,2004,Victims of Incest Rape,39,0,6,7,17,9,39,0
Rajasthan,2004,Victims of Other Rape,999,7,35,79,628,240,999,10
Rajasthan,2005,Total Rape Victims,993,16,44,181,515,216,993,21
Rajasthan,2005,Victims of Incest Rape,33,0,5,10,11,7,33,0
Rajasthan,2005,Victims of Other Rape,960,16,39,171,504,209,960,21
Rajasthan,2006,Total Rape Victims,1085,5,80,197,555,214,1085,34
Rajasthan,2006,Victims of Incest Rape,42,0,3,12,22,4,42,1
Rajasthan,2006,Victims of Other Rape,1043,5,77,185,533,210,1043,33
Rajasthan,2007,Total Rape Victims,1238,8,79,286,639,187,1240,41
Rajasthan,2007,Victims of Incest Rape,42,1,7,13,15,3,42,3
Rajasthan,2007,Victims of Other Rape,1196,7,72,273,624,184,1198,38
Rajasthan,2008,Total Rape Victims,1355,10,116,275,706,219,1355,29
Rajasthan,2008,Victims of Incest Rape,40,0,6,7,21,4,40,2
Rajasthan,2008,Victims of Other Rape,1315,10,110,268,685,215,1315,27
Rajasthan,2009,Total Rape Victims,1519,4,55,288,856,289,1520,28
Rajasthan,2009,Victims of Incest Rape,36,0,3,7,20,4,36,2
Rajasthan,2009,Victims of Other Rape,1483,4,52,281,836,285,1484,26
Rajasthan,2010,Total Rape Victims,1571,36,72,277,805,346,1573,37
Rajasthan,2010,Victims of Incest Rape,24,0,2,6,10,4,24,2
Rajasthan,2010,Victims of Other Rape,1547,36,70,271,795,342,1549,35
Sikkim,2001,Total Rape Victims,8,0,0,4,2,1,8,1
Sikkim,2001,Victims of Incest Rape,1,0,0,0,0,0,1,1
Sikkim,2001,Victims of Other Rape,7,0,0,4,2,1,7,0
Sikkim,2002,Total Rape Victims,6,0,2,2,2,0,6,0
Sikkim,2002,Victims of Incest Rape,1,0,1,0,0,0,1,0
Sikkim,2002,Victims of Other Rape,5,0,1,2,2,0,5,0
Sikkim,2003,Total Rape Victims,10,0,4,1,1,0,10,4
Sikkim,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2003,Victims of Other Rape,10,0,4,1,1,0,10,4
Sikkim,2004,Total Rape Victims,3,0,1,1,0,2,4,0
Sikkim,2004,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2004,Victims of Other Rape,3,0,1,1,0,2,4,0
Sikkim,2005,Total Rape Victims,18,0,5,7,2,2,20,4
Sikkim,2005,Victims of Incest Rape,1,0,1,0,0,0,1,0
Sikkim,2005,Victims of Other Rape,17,0,4,7,2,2,19,4
Sikkim,2006,Total Rape Victims,20,0,4,5,3,0,20,8
Sikkim,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2006,Victims of Other Rape,20,0,4,5,3,0,20,8
Sikkim,2007,Total Rape Victims,24,0,3,5,5,1,24,10
Sikkim,2007,Victims of Incest Rape,4,0,0,1,0,0,4,3
Sikkim,2007,Victims of Other Rape,20,0,3,4,5,1,20,7
Sikkim,2008,Total Rape Victims,20,0,3,1,8,0,21,9
Sikkim,2008,Victims of Incest Rape,1,0,0,0,0,0,1,1
Sikkim,2008,Victims of Other Rape,19,0,3,1,8,0,20,8
Sikkim,2009,Total Rape Victims,18,0,5,5,2,2,18,4
Sikkim,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Sikkim,2009,Victims of Other Rape,18,0,5,5,2,2,18,4
Sikkim,2010,Total Rape Victims,18,0,7,2,1,2,18,6
Sikkim,2010,Victims of Incest Rape,2,0,1,0,0,0,2,1
Sikkim,2010,Victims of Other Rape,16,0,6,2,1,2,16,5
Tamil Nadu,2001,Total Rape Victims,423,2,15,174,192,34,423,6
Tamil Nadu,2001,Victims of Incest Rape,21,0,2,4,13,2,21,0
Tamil Nadu,2001,Victims of Other Rape,402,2,13,170,179,32,402,6
Tamil Nadu,2002,Total Rape Victims,534,1,8,6,465,39,534,15
Tamil Nadu,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Victims of Other Rape,534,1,8,6,465,39,534,15
Tamil Nadu,2003,Total Rape Victims,557,1,14,21,360,149,557,12
Tamil Nadu,2003,Victims of Incest Rape,40,0,7,17,12,1,40,3
Tamil Nadu,2003,Victims of Other Rape,517,1,7,4,348,148,517,9
Tamil Nadu,2004,Total Rape Victims,618,3,50,85,417,30,619,34
Tamil Nadu,2004,Victims of Incest Rape,36,0,0,7,29,0,36,0
Tamil Nadu,2004,Victims of Other Rape,582,3,50,78,388,30,583,34
Tamil Nadu,2005,Total Rape Victims,571,0,28,58,396,60,571,29
Tamil Nadu,2005,Victims of Incest Rape,11,0,0,0,8,2,11,1
Tamil Nadu,2005,Victims of Other Rape,560,0,28,58,388,58,560,28
Tamil Nadu,2006,Total Rape Victims,457,2,34,68,275,55,457,23
Tamil Nadu,2006,Victims of Incest Rape,1,0,1,0,0,0,1,0
Tamil Nadu,2006,Victims of Other Rape,456,2,33,68,275,55,456,23
Tamil Nadu,2007,Total Rape Victims,523,1,41,89,346,35,532,20
Tamil Nadu,2007,Victims of Incest Rape,2,0,0,1,0,0,2,1
Tamil Nadu,2007,Victims of Other Rape,521,1,41,88,346,35,530,19
Tamil Nadu,2008,Total Rape Victims,573,0,29,131,340,46,573,27
Tamil Nadu,2008,Victims of Incest Rape,1,0,0,0,0,0,1,1
Tamil Nadu,2008,Victims of Other Rape,572,0,29,131,340,46,572,26
Tamil Nadu,2009,Total Rape Victims,596,2,34,120,390,22,596,28
Tamil Nadu,2009,Victims of Incest Rape,4,0,0,3,0,0,4,1
Tamil Nadu,2009,Victims of Other Rape,592,2,34,117,390,22,592,27
Tamil Nadu,2010,Total Rape Victims,686,0,50,139,411,66,687,21
Tamil Nadu,2010,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Victims of Other Rape,686,0,50,139,411,66,687,21
Tripura,2001,Total Rape Victims,102,0,0,50,47,5,102,0
Tripura,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2001,Victims of Other Rape,102,0,0,50,47,5,102,0
Tripura,2002,Total Rape Victims,108,0,0,0,98,10,108,0
Tripura,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2002,Victims of Other Rape,108,0,0,0,98,10,108,0
Tripura,2003,Total Rape Victims,114,0,0,0,102,12,114,0
Tripura,2003,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2003,Victims of Other Rape,114,0,0,0,102,12,114,0
Tripura,2004,Total Rape Victims,160,0,7,14,109,23,160,7
Tripura,2004,Victims of Incest Rape,1,0,0,1,0,0,1,0
Tripura,2004,Victims of Other Rape,159,0,7,13,109,23,159,7
Tripura,2005,Total Rape Victims,162,0,13,4,129,13,162,3
Tripura,2005,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2005,Victims of Other Rape,162,0,13,4,129,13,162,3
Tripura,2006,Total Rape Victims,189,1,4,34,135,17,191,0
Tripura,2006,Victims of Incest Rape,4,0,0,4,0,0,4,0
Tripura,2006,Victims of Other Rape,185,1,4,30,135,17,187,0
Tripura,2007,Total Rape Victims,157,0,14,16,113,11,157,3
Tripura,2007,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2007,Victims of Other Rape,157,0,14,16,113,11,157,3
Tripura,2008,Total Rape Victims,204,0,23,65,96,4,204,16
Tripura,2008,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2008,Victims of Other Rape,204,0,23,65,96,4,204,16
Tripura,2009,Total Rape Victims,190,0,22,51,79,28,190,10
Tripura,2009,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2009,Victims of Other Rape,190,0,22,51,79,28,190,10
Tripura,2010,Total Rape Victims,238,0,27,61,93,38,238,19
Tripura,2010,Victims of Incest Rape,0,0,0,0,0,0,0,0
Tripura,2010,Victims of Other Rape,238,0,27,61,93,38,238,19
Uttar Pradesh,2001,Total Rape Victims,1958,0,122,406,1082,314,1958,34
Uttar Pradesh,2001,Victims of Incest Rape,3,0,2,0,1,0,3,0
Uttar Pradesh,2001,Victims of Other Rape,1955,0,120,406,1081,314,1955,34
Uttar Pradesh,2002,Total Rape Victims,1415,0,111,271,775,220,1415,38
Uttar Pradesh,2002,Victims of Incest Rape,12,0,1,2,8,0,12,1
Uttar Pradesh,2002,Victims of Other Rape,1403,0,110,269,767,220,1403,37
Uttar Pradesh,2003,Total Rape Victims,911,2,75,207,477,117,911,33
Uttar Pradesh,2003,Victims of Incest Rape,10,0,2,5,2,0,10,1
Uttar Pradesh,2003,Victims of Other Rape,901,2,73,202,475,117,901,32
Uttar Pradesh,2004,Total Rape Victims,1397,2,99,242,838,163,1397,53
Uttar Pradesh,2004,Victims of Incest Rape,35,0,2,21,9,3,35,0
Uttar Pradesh,2004,Victims of Other Rape,1362,2,97,221,829,160,1362,53
Uttar Pradesh,2005,Total Rape Victims,1217,5,103,247,656,162,1217,44
Uttar Pradesh,2005,Victims of Incest Rape,70,0,0,18,52,0,70,0
Uttar Pradesh,2005,Victims of Other Rape,1147,5,103,229,604,162,1147,44
Uttar Pradesh,2006,Total Rape Victims,1314,3,56,273,780,184,1314,18
Uttar Pradesh,2006,Victims of Incest Rape,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Victims of Other Rape,1314,3,56,273,780,184,1314,18
Uttar Pradesh,2007,Total Rape Victims,1648,0,109,349,910,267,1648,13
Uttar Pradesh,2007,Victims of Incest Rape,1,0,0,0,0,0,1,1
Uttar Pradesh,2007,Victims of Other Rape,1647,0,109,349,910,267,1647,12
Uttar Pradesh,2008,Total Rape Victims,1871,0,171,685,785,186,1871,44
Uttar Pradesh,2008,Victims of Incest Rape,1,0,0,0,0,1,1,0
Uttar Pradesh,2008,Victims of Other Rape,1870,0,171,685,785,185,1870,44
Uttar Pradesh,2009,Total Rape Victims,1759,0,416,166,911,223,1759,43
Uttar Pradesh,2009,Victims of Incest Rape,2,0,0,1,0,0,2,1
Uttar Pradesh,2009,Victims of Other Rape,1757,0,416,165,911,223,1757,42
Uttar Pradesh,2010,Total Rape Victims,1563,0,162,246,862,250,1563,43
Uttar Pradesh,2010,Victims of Incest Rape,4,0,1,2,1,0,4,0
Uttar Pradesh,2010,Victims of Other Rape,1559,0,161,244,861,250,1559,43
Uttarakhand,2001,Total Rape Victims,74,0,7,16,38,7,74,6
Uttarakhand,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
Uttarakhand,2001,Victims of Other Rape,74,0,7,16,38,7,74,6
Uttarakhand,2002,Total Rape Victims,89,0,4,2,66,15,89,2
Uttarakhand,2002,Victims of Incest Rape,16,0,4,2,6,2,16,2
Uttarakhand,2002,Victims of Other Rape,73,0,0,0,60,13,73,0
Uttarakhand,2003,Total Rape Victims,107,0,4,6,83,13,107,1
Uttarakhand,2003,Victims of Incest Rape,2,0,0,0,2,0,2,0
Uttarakhand,2003,Victims of Other Rape,105,0,4,6,81,13,105,1
Uttarakhand,2004,Total Rape Victims,115,0,6,9,72,26,115,2
Uttarakhand,2004,Victims of Incest Rape,13,0,0,1,8,4,13,0
Uttarakhand,2004,Victims of Other Rape,102,0,6,8,64,22,102,2
Uttarakhand,2005,Total Rape Victims,133,0,3,12,95,20,133,3
Uttarakhand,2005,Victims of Incest Rape,3,0,0,0,2,1,3,0
Uttarakhand,2005,Victims of Other Rape,130,0,3,12,93,19,130,3
Uttarakhand,2006,Total Rape Victims,147,0,7,15,106,18,147,1
Uttarakhand,2006,Victims of Incest Rape,6,0,3,0,2,1,6,0
Uttarakhand,2006,Victims of Other Rape,141,0,4,15,104,17,141,1
Uttarakhand,2007,Total Rape Victims,117,0,9,7,74,26,117,1
Uttarakhand,2007,Victims of Incest Rape,8,0,2,4,2,0,8,0
Uttarakhand,2007,Victims of Other Rape,109,0,7,3,72,26,109,1
Uttarakhand,2008,Total Rape Victims,87,0,4,5,64,14,87,0
Uttarakhand,2008,Victims of Incest Rape,6,0,2,1,2,1,6,0
Uttarakhand,2008,Victims of Other Rape,81,0,2,4,62,13,81,0
Uttarakhand,2009,Total Rape Victims,111,0,3,3,89,15,111,1
Uttarakhand,2009,Victims of Incest Rape,6,0,3,1,2,0,6,0
Uttarakhand,2009,Victims of Other Rape,105,0,0,2,87,15,105,1
Uttarakhand,2010,Total Rape Victims,121,0,3,5,92,19,121,2
Uttarakhand,2010,Victims of Incest Rape,11,0,2,2,5,1,11,1
Uttarakhand,2010,Victims of Other Rape,110,0,1,3,87,18,110,1
West Bengal,2001,Total Rape Victims,709,0,3,5,594,103,709,4
West Bengal,2001,Victims of Incest Rape,0,0,0,0,0,0,0,0
West Bengal,2001,Victims of Other Rape,709,0,3,5,594,103,709,4
West Bengal,2002,Total Rape Victims,759,0,3,8,552,191,759,5
West Bengal,2002,Victims of Incest Rape,0,0,0,0,0,0,0,0
West Bengal,2002,Victims of Other Rape,759,0,3,8,552,191,759,5
West Bengal,2003,Total Rape Victims,1002,2,7,4,826,158,1002,5
West Bengal,2003,Victims of Incest Rape,15,0,2,0,12,0,15,1
West Bengal,2003,Victims of Other Rape,987,2,5,4,814,158,987,4
West Bengal,2004,Total Rape Victims,1475,1,3,14,965,490,1475,2
West Bengal,2004,Victims of Incest Rape,24,0,0,0,17,7,24,0
West Bengal,2004,Victims of Other Rape,1451,1,3,14,948,483,1451,2
West Bengal,2005,Total Rape Victims,1686,1,0,3,1451,228,1686,3
West Bengal,2005,Victims of Incest Rape,36,0,0,0,31,5,36,0
West Bengal,2005,Victims of Other Rape,1650,1,0,3,1420,223,1650,3
West Bengal,2006,Total Rape Victims,1731,0,5,13,1477,234,1731,2
West Bengal,2006,Victims of Incest Rape,6,0,0,0,6,0,6,0
West Bengal,2006,Victims of Other Rape,1725,0,5,13,1471,234,1725,2
West Bengal,2007,Total Rape Victims,2106,5,42,36,1478,531,2106,14
West Bengal,2007,Victims of Incest Rape,114,0,2,3,81,25,114,3
West Bengal,2007,Victims of Other Rape,1992,5,40,33,1397,506,1992,11
West Bengal,2008,Total Rape Victims,2263,1,53,54,1629,504,2263,22
West Bengal,2008,Victims of Incest Rape,9,0,2,1,1,0,9,5
West Bengal,2008,Victims of Other Rape,2254,1,51,53,1628,504,2254,17
West Bengal,2009,Total Rape Victims,2336,0,18,85,1835,392,2336,6
West Bengal,2009,Victims of Incest Rape,3,0,0,1,1,1,3,0
West Bengal,2009,Victims of Other Rape,2333,0,18,84,1834,391,2333,6
West Bengal,2010,Total Rape Victims,2311,0,22,51,1779,459,2311,0
West Bengal,2010,Victims of Incest Rape,4,0,1,0,2,1,4,0
West Bengal,2010,Victims of Other Rape,2307,0,21,51,1777,458,2307,0
